                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 5.2575,                 3.6418,                 2.5057,                0.01488,                0.10181,                0.01062,                 0.0024,                 4.5464,                 3.3803,                  1.675,              0.0001429,              0.0001429,              0.0001429
                      1,                 5.2575,                 3.6418,                 2.5057,                0.01488,                0.10181,                0.01062,                 0.0024,                 4.5464,                 3.3803,                  1.675,              0.0001429,              0.0001429,              0.0001429
