                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.8223,                 3.4401,                 2.5751,                 0.1193,                0.42109,                0.09294,                0.05124,                 1.7102,                 3.2224,                 3.4785,              0.0001429,              0.0001429,              0.0001429
                      1,                 2.8223,                 3.4401,                 2.5751,                 0.1193,                0.42109,                0.09294,                0.05124,                 1.7102,                 3.2224,                 3.4785,              0.0001429,              0.0001429,              0.0001429
