                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.6744,                 3.8912,                 2.8289,                0.06901,                0.34846,                0.05973,                0.02419,                 2.0162,                 3.9045,                 2.9839,              0.0001429,              0.0001429,              0.0001429
                      1,                 3.6744,                 3.8912,                 2.8289,                0.06901,                0.34846,                0.05973,                0.02419,                 2.0162,                 3.9045,                 2.9839,              0.0001429,              0.0001429,              0.0001429
