                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.7968,                 3.5492,                 2.9402,                0.08957,                0.31694,                0.07493,                0.02377,                 2.6852,                  3.359,                 3.2336,              0.0001429,              0.0001429,              0.0001429
                      1,                 3.7968,                 3.5492,                 2.9402,                0.08957,                0.31694,                0.07493,                0.02377,                 2.6852,                  3.359,                 3.2336,              0.0001429,              0.0001429,              0.0001429
