                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.4081,                 3.8604,                 3.0457,                0.11131,                0.38652,                 0.1314,                0.05471,                 1.8059,                 3.8002,                 3.4742,              0.0001429,              0.0001429,              0.0001429
                      1,                 3.4081,                 3.8604,                 3.0457,                0.11131,                0.38652,                 0.1314,                0.05471,                 1.8059,                 3.8002,                 3.4742,              0.0001429,              0.0001429,              0.0001429
