epoch,train_loss,val_loss,val_pixel_accuracy,val_iou,val_dice,test_loss,test_pixel_accuracy,test_iou,test_dice
1,0.6331920549273491,0.5916430652141571,0.8405189514160156,0.0,0.0,0.45778788626194,0.8358345031738281,0.0,0.0
2,0.5859072208404541,0.4655728191137314,0.8405189514160156,0.0,0.0,0.45778788626194,0.8358345031738281,0.0,0.0
